id	line	col	operator	original	replacement	pytest_rc	self_run_rc	status	seconds	last_output
12	289	11	not-removal	not 		1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_the_reported_line_is_the_statement_start[\nstatic double test_lane(int iterations) {\n    _Alignas(64) uint8_t key_stage[16];\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n    
13	292	11	str-const	";"	""	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_the_reported_line_is_the_statement_start[\nstatic double test_lane(int iterations) {\n    _Alignas(64) uint8_t key_stage[16];\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n    
14	292	15	compare	in	not in	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_verdicts[\nstatic double test_lane(int iterations) {\n    _Alignas(64) uint8_t key_stage[16];\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n        if (class_idx) { memcpy(key_stage, key1, 16); }\n        uint64_
15	292	23	boolop	or	and	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.24s
16	292	48	str-const	"{"	""	1	0	killed	1.2	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_the_reported_line_is_the_statement_start[\nstatic double test_lane(int iterations) {\n    _Alignas(64) uint8_t key_stage[16];\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n    
17	292	78	str-const	"}"	""	1	0	killed	1.2	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_the_reported_line_is_the_statement_start[\nstatic double test_lane(int iterations) {\n    _Alignas(64) uint8_t key_stage[16];\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n    
18	297	4	return-none	return out	return None	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Type... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.22s
19	303	8	int-const	0	1	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_the_reported_line_is_the_statement_start[\nstatic double test_lane(int iterations) {\n    _Alignas(64) uint8_t key_stage[16];\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n    
20	305	12	compare	<	>=	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.19s
21	306	27	str-const	"/*"	""	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.20s
22	307	28	str-const	"*/"	""	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.26s
23	307	36	binop	+	-	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.20s
24	307	38	int-const	2	3	0	0	survived	1.3	......................................                                   [100%] | 38 passed in 0.31s
25	308	19	compare	==	!=	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.19s
26	308	23	int-const	1	2	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.29s
27	309	27	str-const	"\n"	""	0	0	survived	1.3	......................................                                   [100%] | 38 passed in 0.31s
28	309	32	binop	*	//	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.31s
29	309	45	str-const	"\n"	""	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.32s
30	310	16	loop-jump	break	continue	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.31s
31	311	23	str-const	"\n"	""	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.29s
32	311	28	binop	*	//	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Type... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.20s
33	311	41	str-const	"\n"	""	0	0	survived	1.3	......................................                                   [100%] | 38 passed in 0.40s
34	312	20	binop	+	-	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.30s
35	312	22	int-const	2	3	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.36s
36	313	12	loop-jump	continue	break	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.18s
37	315	13	int-const	1	2	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.22s
38	316	4	return-none	return "".join(out)	return None	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Type... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.20s
39	324	23	str-const	"name"	""	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Inde... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.21s
40	325	24	str-const	"name"	""	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Inde... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.20s
41	331	23	str-const	"dest"	""	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Inde... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.21s
42	332	16	compare	in	not in	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.22s
43	332	27	boolop	or	and	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.23s
44	332	35	compare	in	not in	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::TestAlignmentIsCheckedOnEveryStagingDestination::test_an_unaligned_destination_is_reported | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 22 passed in 0.25s
45	333	12	loop-jump	continue	break	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.31s
46	335	30	str-const	"\n"	""	0	0	survived	1.3	......................................                                   [100%] | 38 passed in 0.32s
47	335	36	int-const	0	1	0	0	survived	1.3	......................................                                   [100%] | 38 passed in 0.31s
48	335	50	binop	+	-	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.30s
49	335	52	int-const	1	2	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.30s
50	336	16	compare	in	not in	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::TestAlignmentIsCheckedOnEveryStagingDestination::test_a_destination_with_no_local_declaration_is_reported | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 25 passed in 0.25s
51	353	23	str-const	"name"	""	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Inde... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.21s
52	354	16	compare	not in	in	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.23s
53	354	31	boolop	and	or	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.23s
54	354	40	compare	not in	in	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.30s
55	356	34	str-const	"\n"	""	0	0	survived	1.3	......................................                                   [100%] | 38 passed in 0.36s
56	356	40	int-const	0	1	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.31s
57	356	54	binop	+	-	0	0	survived	1.1	......................................                                   [100%] | 38 passed in 0.28s
58	356	56	int-const	1	2	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.30s
59	370	16	bool-const	False	True	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.30s
60	371	18	int-const	0	1	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.31s
61	374	39	boolop	and	or	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.30s
62	374	43	not-removal	not 		1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_verdicts[\nstatic double test_lane(int iterations) {\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n        const uint8_t *key = class_idx ? key1 : key0;\n        uint64_t start = get_time_ns();\n        crypt(key
63	376	26	compare	is	is not	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_verdicts[\nstatic double test_lane(int iterations) {\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n        const uint8_t *key = class_idx ? key1 : key0;\n        uint64_t start = get_time_ns();\n        crypt(key
64	376	34	boolop	and	or	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.25s
65	382	26	compare	is not	is	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Attr... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.22s
66	384	57	int-const	0	1	1	0	killed	1.2	FAILED tests/test_dudect_staging_gate.py::test_gate_verdicts[\nstatic double test_lane(int iterations) {\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n        const uint8_t *key = class_idx ? key1 : key0;\n        uint64_t start = get_time_ns();\n        crypt(key
67	396	28	bool-const	False	True	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.25s
68	397	12	loop-jump	continue	break	1	0	killed	1.2	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.25s
69	400	24	bool-const	True	False	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_verdicts[\nstatic double test_lane(int iterations) {\n    for (int i = 0; i < iterations; i++) {\n        int class_idx = rand() & 1;\n        const uint8_t *key = class_idx ? key1 : key0;\n        uint64_t start = get_time_ns();\n        crypt(key
70	410	4	return-none	return violations	return None	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Type... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.27s
71	433	4	return-none	return len(_CLASS_DRAW.findall(stripped))	return None	1	0	killed	1.0	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Type... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.21s
72	439	8	str-const	"--root"	""	1	0	killed	1.1	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Inde... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.29s
73	440	16	str-const	"."	""	0	0	survived	1.3	......................................                                   [100%] | 38 passed in 0.34s
74	441	13	str-const	"repository root to resolve the harness files against"	""	0	0	survived	1.3	......................................                                   [100%] | 38 passed in 0.32s
75	446	7	not-removal	not 		1	0	killed	1.3	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.27s
76	447	14	str-const	"FATAL: no harness files configured; this gate would pass vacuously."	""	0	0	survived	1.3	......................................                                   [100%] | 38 passed in 0.33s
77	448	8	return-none	return 2	return None	0	0	survived	1.5	......................................                                   [100%] | 38 passed in 0.38s
78	448	15	int-const	2	3	0	0	survived	1.2	......................................                                   [100%] | 38 passed in 0.33s
79	451	15	int-const	0	1	0	0	survived	1.4	......................................                                   [100%] | 38 passed in 0.33s
80	452	21	int-const	0	1	0	0	survived	1.4	......................................                                   [100%] | 38 passed in 0.35s
81	455	11	not-removal	not 		1	0	killed	1.2	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.24s
82	457	12	return-none	return 2	return None	1	0	killed	1.2	FAILED tests/test_dudect_staging_gate.py::test_missing_file_fails_closed - As... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 2 passed in 0.26s
83	457	19	int-const	2	3	1	0	killed	1.2	FAILED tests/test_dudect_staging_gate.py::test_missing_file_fails_closed - As... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 2 passed in 0.26s
84	458	39	str-const	"utf-8"	""	1	0	killed	1.2	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Look... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.24s
85	461	17	compare	==	!=	1	0	killed	1.4	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.31s
86	461	20	int-const	0	1	1	0	killed	1.5	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_a_file_with_no_recognised_class_draw_is_fatal | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 30 passed in 0.36s
87	467	12	return-none	return 2	return None	1	0	killed	1.5	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_a_file_with_no_recognised_class_draw_is_fatal | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 30 passed in 0.41s
88	467	19	int-const	2	3	1	0	killed	1.7	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_a_file_with_no_recognised_class_draw_is_fatal | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 30 passed in 0.44s
89	468	20	int-const	1	2	0	0	survived	1.9	......................................                                   [100%] | 38 passed in 0.65s
90	475	8	return-none	return 1	return None	1	0	killed	1.8	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_a_violation_is_exit_1_through_the_cli | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 32 passed in 0.59s
91	475	15	int-const	1	2	1	0	killed	1.7	FAILED tests/test_dudect_staging_gate.py::TestTheGateCannotPassOnWhatItCannotRead::test_a_violation_is_exit_1_through_the_cli | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 32 passed in 0.40s
92	482	4	return-none	return 0	return None	1	0	killed	1.5	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.32s
93	482	11	int-const	0	1	1	0	killed	1.5	FAILED tests/test_dudect_staging_gate.py::test_gate_passes_on_the_tree - Asse... | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed in 0.29s
94	485	12	compare	==	!=	3	0	killed	1.3	usage: __main__.py [-h] [--root ROOT] | __main__.py: error: unrecognized arguments: -q -x --no-cov -p no:cacheprovider tests/test_dudect_staging_gate.py | mainloop: caught unexpected SystemExit!
95	485	15	str-const	"__main__"	""	0	0	survived	1.5	......................................                                   [100%] | 38 passed in 0.40s
# target=tools/check_dudect_class_staging.py tests=tests/test_dudect_staging_gate.py self_run=True mutants=95 killed=60 survived=35 timeout=0 kill_rate=0.632 wall_s=114
